product_ic,product_n_category,brand,price,sales_volu,click_thro,customer_,conversion,popularity,product_description
P3859,Home & Kitchen,IKEA,448.12,799,0.49,933,0.05,914,"A unbreakable table from IKEA, priced 448.12."
P3860,Electronics,Lenovo,1381.44,2665,0.39,572,0.17,1984,"A cheap laptop from Lenovo, selling at 1381.44."
P3861,Home & Kitchen,Bosch,138.61,2608,0.48,663,0.02,133,"A unbreakable blender from Bosch, priced 138.61."
P3862,Grocery,Kellogg's,99.96,2861,0.48,895,0.05,321,"organic oats from Kellogg's, at the price of 99.96."
P3863,Sports,Nike,1269.33,3065,0.02,752,0.14,1076,"A durable sports jersey by Nike, ideal for workouts. price is 1269.33."
P3864,Grocery,Kellogg's,494.76,4109,0.01,939,0.17,1534,"vitamin-rich oats from Kellogg's, at the price of 494.76."
P3865,Apparel,H&M,1391.25,4816,0.04,225,0.18,1382,"A silk jeans from H&M, for 1391.25."
P3866,Beauty,L'Oreal,493.34,1395,0.17,897,0.15,1769,"A anti-aging lipstick from L'Oreal, priced at 493.34."
P3867,Sports,Under Armour,1592.09,1399,0.03,487,0.04,1342,"A lightweight hiking shoes by Under Armour, ideal for matches. price is 1592.09."
P3868,Sports,Wilson,1023.49,3407,0.4,519,0.17,571,"A durable shoes by Wilson, ideal for workouts. price is 1023.49."
P3869,Beauty,Revlon,1255.3,2310,0.4,593,0.12,1877,"A dewy cream from Revlon, priced at 1255.3."
P3870,Electronics,Dell,585.22,2303,0.2,131,0.13,1582,"A compact monitor from Dell, selling at 585.22."
P3871,Beauty,Revlon,785.39,4380,0.19,414,0.05,473,"A SPF serum from Revlon, priced at 785.39."
P3872,Grocery,Kellogg's,690.36,2741,0.09,245,0.1,1843,"low-sugar quinoa flour from Kellogg's, at the price of 690.36."
P3873,Sports,Adidas,1793.13,1994,0.11,527,0.18,593,"A durable running shoes by Adidas, ideal for workouts. price is 1793.13."
P3874,Sports,Wilson,1521.84,1898,0.3,838,0.14,200,"A gym hiking shoes by Wilson, ideal for training. price is 1521.84."
P3875,Grocery,Unilever,490.83,1682,0.09,287,0.13,705,"gluten-free oats from Unilever, at the price of 490.83."
P3876,Grocery,Nestle,528.39,1541,0.38,997,0.17,117,"organic cereal from Nestle, at the price of 528.39."
P3877,Beauty,L'Oreal,522.41,3503,0.45,556,0.16,1402,"A dewy cream from L'Oreal, priced at 522.41."
P3878,Grocery,Unilever,1119.32,2628,0.38,577,0.14,1872,"vegan cereal from Unilever, at the price of 1119.32."
P3879,Grocery,OrganicCh,1390.17,4012,0.38,969,0.11,875,"organic cereal from OrganicCh, at the price of 1390.17."
P3880,Beauty,Maybelline,777.61,4858,0.42,623,0.1,1976,"A SPF serum from Maybelline, priced at 777.61."
P3881,Sports,Under Armour,1822.58,1476,0.24,280,0.07,786,"A gym leggings by Under Armour, ideal for workouts. price is 1822.58."
P3882,Apparel,Levi's,60.87,4675,0.04,83,0.16,682,"A denim jeans from Levi's, for 60.87."
P3883,Home & Kitchen,IKEA,1726.02,1019,0.14,683,0.14,1960,"A easy to use table from IKEA, priced 1726.02."
P3884,Home & Kitchen,IKEA,1183.81,4400,0.4,440,0.15,1071,"A durable container from IKEA, priced 1183.81."
P3885,Home & Kitchen,Bosch,1851.59,293,0.3,502,0.17,1843,"A eco-friendly blender from Bosch, priced 1851.59."
P3886,Sports,Adidas,1246.18,2336,0.11,115,0.06,756,"A durable running shoes by Adidas, ideal for matches. price is 1246.18."
P3887,Grocery,Unilever,1288.04,1812,0.47,357,0.17,496,"rich in protein quinoa flour from Unilever, at the price of 1288.04."
P3888,Apparel,Zara,884.61,101,0.34,167,0.08,247,"A Polyester T-shirt from Zara, for 884.61."
P3889,Beauty,L'Oreal,1428.65,1489,0.23,626,0.18,1043,"A long-lasting cream from L'Oreal, priced at 1428.65."
P3890,Beauty,Clinique,380.88,4925,0.07,166,0.03,1643,"A anti-aging cream from Clinique, priced at 380.88."
P3891,Home & Kitchen,Philips,762.02,2067,0.05,500,0.11,1410,"A non-stick container from Philips, priced 762.02."
P3892,Grocery,General Mills,40.31,1052,0.22,751,0.01,962,"vegan quinoa flour from General Mills, at the price of 40.31."
P3893,Apparel,H&M,1766.5,2067,0.48,947,0.02,922,"A cotton jacket from H&M, for 1766.5."
P3894,Beauty,Estee Lauder,1588.47,1718,0.22,660,0.1,1370,"A matte foundation from Estee Lauder, priced at 1588.47."
P3895,Electronics,Apple,70.35,1653,0.39,512,0.05,1486,"A compact monitor from Apple, selling at 70.35."
P3896,Grocery,Nestle,990.56,2635,0.4,446,0.17,490,"vegan cereal from Nestle, at the price of 990.56."
P3897,Grocery,Unilever,236.78,4688,0.11,912,0.05,695,"healthy quinoa flour from Unilever, at the price of 236.78."
P3898,Grocery,Nestle,1313.27,4466,0.11,540,0.06,1439,"low-sugar cereal from Nestle, at the price of 1313.27."
P3899,Grocery,General Mills,1012.16,1466,0.35,622,0.16,978,"gluten-free cereal from General Mills, at the price of 1012.16."
P3900,Grocery,General Mills,118.63,785,0.47,509,0.11,892,"organic quinoa flour from General Mills, at the price of 118.63."
P3901,Apparel,H&M,1022.55,2444,0.33,611,0.15,723,"A silk jacket from H&M, for 1022.55."
P3902,Electronics,Apple,647.54,2187,0.04,396,0.07,216,"A large memory monitor from Apple, selling at 647.54."
P3903,Beauty,Estee Lauder,1352.01,1694,0.05,107,0.18,303,"A matte lipstick from Estee Lauder, priced at 1352.01."
P3904,Grocery,Unilever,680.08,4028,0.32,469,0.19,241,"organic cereal from Unilever, at the price of 680.08."
P3905,Grocery,Unilever,202.96,3723,0.46,686,0.17,312,"vegan cereal from Unilever, at the price of 202.96."
P3906,Apparel,Tommy Hilfiger,498.36,1026,0.43,370,0.08,1802,"A denim jeans from Tommy Hilfiger, for 498.36."
P3907,Sports,Wilson,1925.92,4383,0.11,352,0.01,702,"A lightweight running shoes by Wilson, ideal for workouts. price is 1925.92."
P3908,Grocery,General Mills,1553.27,3780,0.34,36,0.07,1186,"rich in protein cereal from General Mills, at the price of 1553.27."
P3909,Sports,Puma,1200.18,1947,0.37,684,0.11,684,"A gym running shoes by Puma, ideal for training. price is 1200.18."
P3910,Home & Kitchen,IKEA,1896.25,1752,0.34,419,0.17,1225,"A long-lasting blender from IKEA, priced 1896.25."
P3911,Apparel,Gap,209.36,1220,0.41,439,0.13,819,"A Polyester T-shirt from Gap, for 209.36."
P3912,Apparel,Tommy Hilfiger,1318.17,4980,0.25,495,0.15,402,"A denim jacket from Tommy Hilfiger, for 1318.17."
P3913,Apparel,GAP,1503.94,3847,0.1,390,0.11,845,"A silk dress from GAP, for 1503.94."
P3914,Electronics,Dell,328.69,2809,0.13,789,0.05,396,"A compact monitor from Dell, selling at 328.69."
P3915,Electronics,Apple,721.52,4726,0.45,129,0.17,241,"A compact headphones from Apple, selling at 721.52."
P3916,Beauty,Clinique,1754.12,3001,0.37,417,0.2,1117,"A anti-aging foundation from Clinique, priced at 1754.12."
P3917,Home & Kitchen,Tupperware,379.7,3883,0.34,297,0.06,785,"A energy-efficient container from Tupperware, priced 379.7."
P3918,Home & Kitchen,IKEA,134.96,4605,0.14,841,0.08,732,"A eco-friendly table from IKEA, priced 134.96."
P3919,Grocery,OrganicCh,1706.79,2637,0.09,889,0.15,344,"gluten-free quinoa flour from OrganicCh, at the price of 1706.79."
P3920,Home & Kitchen,Bosch,570.61,1585,0.11,183,0.06,830,"A eco-friendly table from Bosch, priced 570.61."
P3921,Home & Kitchen,Prestige,1530.24,846,0.38,704,0.04,478,"A non-stick pan from Prestige, priced 1530.24."
P3922,Apparel,Tommy Hilfiger,1482.69,3701,0.16,195,0.18,1145,"A linen jeans from Tommy Hilfiger, for 1482.69."
P3923,Home & Kitchen,Philips,562.61,1389,0.25,981,0.11,1596,"A long-lasting table from Philips, priced 562.61."
P3924,Beauty,Clinique,718.63,3524,0.26,471,0.04,1079,"A dewy serum from Clinique, priced at 718.63."
P3925,Beauty,Maybelline,1686.2,1224,0.01,571,0.19,963,"A for dry skin serum from Maybelline, priced at 1686.2."
P3926,Sports,Wilson,1660.18,672,0.06,741,0.1,161,"A lightweight hoodie by Wilson, ideal for workouts. price is 1660.18."
P3927,Beauty,L'Oreal,1674.88,1104,0.36,780,0.13,658,"A hydrating serum from L'Oreal, priced at 1674.88."
P3928,Grocery,OrganicCh,1076.63,4915,0.18,809,0.08,2000,"vegan quinoa flour from OrganicCh, at the price of 1076.63."
P3929,Sports,Wilson,1968.34,2772,0.22,723,0.07,1310,"A moisture-wicking hiking shoes by Wilson, ideal for workouts. price is 1968.34."
P3930,Grocery,OrganicCh,477.12,1256,0.01,805,0.05,1116,"organic oats from OrganicCh, at the price of 477.12."
P3931,Apparel,Levi's,224.88,2046,0.38,321,0.06,780,"A wool dress from Levi's, for 224.88."
P3932,Grocery,Unilever,1619.44,1493,0.08,392,0.11,900,"vegan cereal from Unilever, at the price of 1619.44."
P3933,Grocery,General Mills,1725.54,4684,0.36,521,0.03,1639,"organic cereal from General Mills, at the price of 1725.54."
P3934,Sports,Wilson,1329.57,1027,0.36,652,0.11,1512,"A moisture-wicking sports jersey by Wilson, ideal for matches. price is 1329.57."
P3935,Home & Kitchen,Tupperware,1062.16,1855,0.04,432,0.19,1966,"A long-lasting pan from Tupperware, priced 1062.16."
P3936,Grocery,Unilever,319.58,2037,0.32,31,0.14,1626,"gluten-free quinoa flour from Unilever, at the price of 319.58."
P3937,Electronics,Samsung,689.19,1326,0.42,872,0.1,1661,"A portable laptop from Samsung, selling at 689.19."
P3938,Sports,Under Armour,1282.31,3258,0.41,344,0.04,1361,"A breathable running shoes by Under Armour, ideal for workouts. price is 1282.31."
P3939,Grocery,General Mills,984.6,4911,0.19,655,0.09,1249,"gluten-free quinoa flour from General Mills, at the price of 984.6."
P3940,Electronics,HP,600.49,1474,0.41,633,0.05,1059,"A compact monitor from HP, selling at 600.49."
P3941,Home & Kitchen,Prestige,1475.35,3727,0.36,325,0.17,1021,"A easy to use table from Prestige, priced 1475.35."
P3942,Beauty,Estee Lauder,1808.31,724,0.02,940,0.17,178,"A SPF cream from Estee Lauder, priced at 1808.31."
P3943,Grocery,Nestle,1247.1,1379,0.28,123,0.08,869,"healthy cereal from Nestle, at the price of 1247.1."
P3944,Grocery,General Mills,146.3,3403,0.17,97,0.08,1208,"organic cereal from General Mills, at the price of 146.3."
P3945,Sports,Nike,1027.96,867,0.13,846,0.06,897,"A breathable sports jersey by Nike, ideal for training. price is 1027.96."
P3946,Sports,Adidas,1913.97,3058,0.38,783,0.08,901,"A breathable leggings by Adidas, ideal for training. price is 1913.97."
P3947,Grocery,Kellogg's,1583.06,3465,0.03,804,0.03,1332,"organic quinoa flour from Kellogg's, at the price of 1583.06."
P3948,Sports,Nike,964.83,1361,0.48,352,0.07,1955,"A moisture-wicking running shoes by Nike, ideal for matches. price is 964.83."
P3949,Grocery,Kellogg's,106.2,3073,0.03,763,0.13,1401,"organic oats from Kellogg's, at the price of 106.2."
P3950,Sports,Wilson,1833.52,4569,0.43,234,0.15,1608,"A breathable running shoes by Wilson, ideal for workouts. price is 1833.52."
P3951,Grocery,General Mills,1793.86,4049,0.5,57,0.16,1920,"vitamin-rich cereal from General Mills, at the price of 1793.86."
P3952,Sports,Adidas,1634.89,1236,0.12,895,0.12,580,"A durable sports jersey by Adidas, ideal for workouts. price is 1634.89."
P3953,Sports,Adidas,1193.4,2946,0.1,643,0.05,1548,"A breathable sports jersey by Adidas, ideal for matches. price is 1193.4."
P3954,Beauty,Revlon,1848.75,4779,0.36,129,0.19,1834,"A hydrating cream from Revlon, priced at 1848.75."
P3955,Sports,Adidas,1149.65,4358,0.36,393,0.14,1933,"A athlete sports jersey by Adidas, ideal for training. price is 1149.65."
P3956,Grocery,Kellogg's,1353.67,4737,0.13,490,0.08,1470,"healthy oats from Kellogg's, at the price of 1353.67."
P3957,Grocery,General Mills,1901.62,4618,0.02,666,0.12,461,"organic cereal from General Mills, at the price of 1901.62."
P3958,Beauty,L'Oreal,628.37,1059,0.25,63,0.09,1941,"A dewy cream from L'Oreal, priced at 628.37."
P3959,Electronics,Apple,1191.89,2110,0.42,257,0.09,1014,"A wireless monitor from Apple, selling at 1191.89."
P3960,Beauty,L'Oreal,275.27,1088,0.14,315,0.02,1176,"A dewy lipstick from L'Oreal, priced at 275.27."
P3961,Sports,Adidas,938.87,4894,0.32,902,0.01,1443,"A lightweight hiking shoes by Adidas, ideal for workouts. price is 938.87."
P3962,Electronics,Apple,1204.5,4969,0.03,79,0.11,1039,"A large memory SSD from Apple, selling at 1204.5."
P3963,Sports,Puma,1512.99,2545,0.35,140,0.16,1261,"A lightweight shoes by Puma, ideal for matches. price is 1512.99."
P3964,Grocery,Nestle,899.07,4301,0.13,613,0.13,239,"vegan quinoa flour from Nestle, at the price of 899.07."
P3965,Apparel,Zara,788.99,2807,0.07,480,0.13,566,"A linen jeans from Zara, for 788.99."
P3966,Electronics,Lenovo,1455.08,4651,0.36,911,0.16,1313,"A portable laptop from Lenovo, selling at 1455.08."
P3967,Beauty,Estee Lauder,99.16,3396,0.32,949,0.03,990,"A for dry skin lipstick from Estee Lauder, priced at 99.16."
P3968,Sports,Under Armour,915.88,1650,0.04,248,0.16,494,"A breathable running shoes by Under Armour, ideal for matches. price is 915.88."
P3969,Grocery,General Mills,1917.08,1899,0.47,943,0.03,1774,"organic quinoa flour from General Mills, at the price of 1917.08."
P3970,Apparel,Tommy Hilfiger,1256.67,1332,0.09,954,0.08,1641,"A denim T-shirt from Tommy Hilfiger, for 1256.67."
P3971,Sports,Puma,1612.08,3986,0.44,24,0.16,1017,"A athlete hoodie by Puma, ideal for matches. price is 1612.08."
P3972,Beauty,Maybelline,39.52,466,0.11,574,0.09,610,"A dewy serum from Maybelline, priced at 39.52."
P3973,Beauty,Clinique,273.79,525,0.39,181,0.18,1669,"A anti-aging foundation from Clinique, priced at 273.79."
P3974,Electronics,Samsung,591.69,602,0.46,247,0.04,1050,"A portable laptop from Samsung, selling at 591.69."
P3975,Apparel,Levi's,1879.16,3524,0.39,64,0.02,1114,"A wool jeans from Levi's, for 1879.16."
P3976,Beauty,Estee Lauder,1646.89,4714,0.39,850,0.02,148,"A hydrating cream from Estee Lauder, priced at 1646.89."
P3977,Apparel,Gap,617.96,3129,0.09,308,0.1,821,"A denim jacket from Gap, for 617.96."
P3978,Apparel,Tommy Hilfiger,259.67,2953,0.09,716,0.18,677,"A cotton T-shirt from Tommy Hilfiger, for 259.67."
P3979,Sports,Adidas,441.62,3418,0.49,669,0.03,653,"A athlete leggings by Adidas, ideal for training. price is 441.62."
P3980,Electronics,HP,1581.39,3079,0.26,610,0.11,1659,"A noise-cancelling laptop from HP, selling at 1581.39."
P3981,Home & Kitchen,Prestige,569.52,1754,0.26,242,0.06,1355,"A unbreakable container from Prestige, priced 569.52."
P3982,Sports,Puma,1230.48,2957,0.21,516,0.2,1314,"A moisture-wicking running shoes by Puma, ideal for matches. price is 1230.48."
P3983,Apparel,Tommy Hilfiger,880.77,3149,0.06,58,0.07,247,"A cotton dress from Tommy Hilfiger, for 880.77."
P3984,Sports,Under Armour,51.74,2718,0.05,186,0.09,1264,"A athlete hoodie by Under Armour, ideal for matches. price is 51.74."
P3985,Grocery,OrganicCh,121.78,2591,0.4,948,0.15,1424,"vegan oats from OrganicCh, at the price of 121.78."
P3986,Grocery,Unilever,727.1,3516,0.09,287,0.14,1254,"vegan quinoa flour from Unilever, at the price of 727.1."
P3987,Sports,Adidas,1090.64,2054,0.43,24,0.18,1839,"A durable running shoes by Adidas, ideal for workouts. price is 1090.64."
P3988,Home & Kitchen,Bosch,1402.5,742,0.32,786,0.19,1186,"A unbreakable pan from Bosch, priced 1402.5."
P3989,Beauty,L'Oreal,877.34,3782,0.17,251,0.17,1217,"A for dry skin foundation from L'Oreal, priced at 877.34."
P3990,Apparel,Gap,24.87,4116,0.08,263,0.17,1408,"A Polyester jeans from Gap, for 24.87."
P3991,Home & Kitchen,Prestige,1845.31,1740,0.45,423,0.03,1195,"A easy to use container from Prestige, priced 1845.31."
P3992,Grocery,OrganicCh,386.06,947,0.07,828,0.15,1244,"organic cereal from OrganicCh, at the price of 386.06."
P3993,Apparel,H&M,915.02,4318,0.41,887,0.1,929,"A denim jacket from H&M, for 915.02."
P3994,Sports,Adidas,1859.05,4196,0.49,466,0.12,1073,"A athlete shoes by Adidas, ideal for workouts. price is 1859.05."
P3995,Home & Kitchen,Prestige,1408.15,316,0.44,777,0.08,1605,"A non-stick pan from Prestige, priced 1408.15."
P3996,Grocery,Nestle,208.98,3957,0.18,694,0.04,1777,"gluten-free cereal from Nestle, at the price of 208.98."
P3997,Grocery,Nestle,1187.73,3629,0.21,878,0.01,145,"rich in protein oats from Nestle, at the price of 1187.73."
P3998,Electronics,HP,485.47,3877,0.49,322,0.14,1761,"A noise-cancelling headphones from HP, selling at 485.47."
P3999,Home & Kitchen,Prestige,828.79,4877,0.05,892,0.07,1378,"A eco-friendly table from Prestige, priced 828.79."
P4000,Grocery,Kellogg's,1300.38,2740,0.22,732,0.19,389,"vitamin-rich cereal from Kellogg's, at the price of 1300.38."
P4001,Home & Kitchen,Philips,109.1,3800,0.3,597,0.19,1663,"A easy to use table from Philips, priced 109.1."
P4002,Apparel,Levi's,1004.0,2922,0.24,487,0.01,1826,"A denim jeans from Levi's, for 1004.0."
P4003,Apparel,H&M,144.27,1834,0.18,441,0.17,1048,"A silk jacket from H&M, for 144.27."
P4004,Electronics,Samsung,793.97,2724,0.41,112,0.17,1452,"A noise-cancelling laptop from Samsung, selling at 793.97."
P4005,Beauty,Maybelline,673.88,587,0.48,444,0.18,1899,"A matte serum from Maybelline, priced at 673.88."
P4006,Home & Kitchen,Tupperware,208.59,4849,0.37,120,0.12,1739,"A energy-efficient pan from Tupperware, priced 208.59."
P4007,Grocery,Kellogg's,1612.61,1942,0.14,66,0.14,1597,"organic oats from Kellogg's, at the price of 1612.61."
P4008,Grocery,General Mills,1977.71,1028,0.19,873,0.15,213,"gluten-free oats from General Mills, at the price of 1977.71."
P4009,Electronics,Sony,973.73,1406,0.31,378,0.07,1497,"A large memory headphones from Sony, selling at 973.73."
P4010,Beauty,Revlon,1485.05,3170,0.07,454,0.09,1793,"A dewy foundation from Revlon, priced at 1485.05."
P4011,Grocery,Unilever,549.48,1796,0.06,107,0.17,974,"vegan cereal from Unilever, at the price of 549.48."
P4012,Grocery,Kellogg's,1496.86,3373,0.1,102,0.13,421,"vegan cereal from Kellogg's, at the price of 1496.86."
P4013,Apparel,Tommy Hilfiger,77.53,4583,0.03,526,0.05,1745,"A Polyester dress from Tommy Hilfiger, for 77.53."
P4014,Electronics,Lenovo,1122.49,4035,0.06,276,0.18,1451,"A cheap laptop from Lenovo, selling at 1122.49."
P4015,Grocery,Unilever,303.04,2604,0.32,994,0.08,1853,"vegan oats from Unilever, at the price of 303.04."
P4016,Home & Kitchen,IKEA,1396.16,2120,0.23,254,0.16,393,"A long-lasting table from IKEA, priced 1396.16."
P4017,Electronics,Lenovo,1336.3,3408,0.27,78,0.02,802,"A compact headphones from Lenovo, selling at 1336.3."
P4018,Sports,Puma,542.57,171,0.46,246,0.05,1137,"A breathable sports jersey by Puma, ideal for matches. price is 542.57."
P4019,Home & Kitchen,Philips,1299.8,4557,0.05,537,0.15,1749,"A unbreakable container from Philips, priced 1299.8."
P4020,Electronics,Sony,1771.08,4889,0.29,859,0.19,1014,"A compact headphones from Sony, selling at 1771.08."
P4021,Electronics,Sony,1505.13,4751,0.44,83,0.15,1727,"A high-quality headphones from Sony, selling at 1505.13."
P4022,Grocery,Kellogg's,1801.19,1770,0.39,611,0.15,1977,"gluten-free oats from Kellogg's, at the price of 1801.19."
P4023,Home & Kitchen,IKEA,1424.73,1574,0.14,870,0.09,919,"A non-stick pan from IKEA, priced 1424.73."
P4024,Apparel,H&M,158.98,3771,0.47,873,0.03,474,"A cotton dress from H&M, for 158.98."
P4025,Electronics,Dell,1734.47,3673,0.37,346,0.17,466,"A compact laptop from Dell, selling at 1734.47."
P4026,Sports,Nike,733.44,111,0.07,193,0.1,702,"A moisture-wicking shoes by Nike, ideal for workouts. price is 733.44."
P4027,Apparel,Levi's,265.16,2396,0.01,666,0.1,129,"A Polyester dress from Levi's, for 265.16."
P4028,Grocery,Unilever,1859.58,4534,0.39,83,0.13,791,"vegan oats from Unilever, at the price of 1859.58."
P4029,Home & Kitchen,Philips,1589.62,1001,0.16,644,0.17,1909,"A unbreakable pan from Philips, priced 1589.62."
P4030,Electronics,Lenovo,603.55,2994,0.31,22,0.04,1315,"A large memory SSD from Lenovo, selling at 603.55."
P4031,Apparel,Gap,1236.73,1219,0.27,379,0.2,1671,"A linen dress from Gap, for 1236.73."
P4032,Sports,Nike,869.15,3673,0.2,927,0.2,1907,"A gym hiking shoes by Nike, ideal for workouts. price is 869.15."
P4033,Apparel,GAP,920.55,2120,0.47,958,0.18,1149,"A Polyester dress from GAP, for 920.55."
P4034,Electronics,Sony,598.82,2966,0.17,199,0.17,1216,"A compact laptop from Sony, selling at 598.82."
P4035,Beauty,Maybelline,621.55,1529,0.45,93,0.04,1343,"A anti-aging serum from Maybelline, priced at 621.55."
P4036,Home & Kitchen,Prestige,782.72,2813,0.35,584,0.14,694,"A energy-efficient container from Prestige, priced 782.72."
P4037,Sports,Puma,1398.77,3083,0.19,965,0.19,1795,"A gym leggings by Puma, ideal for workouts. price is 1398.77."
P4038,Sports,Wilson,1031.12,1812,0.42,305,0.11,565,"A durable sports jersey by Wilson, ideal for training. price is 1031.12."
P4039,Beauty,Revlon,174.07,4985,0.1,461,0.12,1570,"A anti-aging lipstick from Revlon, priced at 174.07."
P4040,Grocery,Unilever,735.98,1916,0.46,795,0.14,1557,"organic cereal from Unilever, at the price of 735.98."
P4041,Electronics,Apple,157.99,1839,0.46,479,0.1,1345,"A large memory laptop from Apple, selling at 157.99."
P4042,Beauty,L'Oreal,1099.57,516,0.17,751,0.07,1381,"A anti-aging foundation from L'Oreal, priced at 1099.57."
P4043,Home & Kitchen,Bosch,1675.57,1341,0.35,50,0.11,1796,"A long-lasting pan from Bosch, priced 1675.57."
P4044,Electronics,Samsung,1860.92,1459,0.27,139,0.15,1808,"A high-speed monitor from Samsung, selling at 1860.92."
P4045,Home & Kitchen,Bosch,400.54,2592,0.13,811,0.18,1006,"A long-lasting pan from Bosch, priced 400.54."
P4046,Home & Kitchen,Tupperware,1355.91,3945,0.15,851,0.13,262,"A easy to use pan from Tupperware, priced 1355.91."
P4047,Home & Kitchen,Philips,1750.29,4068,0.34,560,0.04,201,"A easy to use blender from Philips, priced 1750.29."
P4048,Beauty,Estee Lauder,1032.23,4218,0.24,867,0.06,1484,"A SPF lipstick from Estee Lauder, priced at 1032.23."
P4049,Apparel,Gap,1160.77,1772,0.1,310,0.19,702,"A denim jacket from Gap, for 1160.77."
P4050,Home & Kitchen,Tupperware,1044.69,883,0.03,151,0.08,1592,"A eco-friendly blender from Tupperware, priced 1044.69."
P4051,Electronics,Sony,845.78,4321,0.33,654,0.2,404,"A compact headphones from Sony, selling at 845.78."
P4052,Beauty,Clinique,992.69,2145,0.03,382,0.12,787,"A oil-free cream from Clinique, priced at 992.69."
P4053,Apparel,H&M,632.72,1537,0.3,108,0.06,1888,"A wool dress from H&M, for 632.72."
P4054,Beauty,Maybelline,1994.2,3191,0.45,901,0.19,1770,"A oil-free lipstick from Maybelline, priced at 1994.2."
P4055,Home & Kitchen,Tupperware,1887.6,1147,0.25,420,0.14,1881,"A durable pan from Tupperware, priced 1887.6."
P4056,Grocery,Unilever,437.79,2518,0.44,366,0.1,295,"healthy quinoa flour from Unilever, at the price of 437.79."
P4057,Home & Kitchen,Prestige,1058.65,429,0.34,904,0.2,1024,"A long-lasting container from Prestige, priced 1058.65."
P4058,Home & Kitchen,Prestige,939.48,2584,0.39,153,0.02,1286,"A easy to use pan from Prestige, priced 939.48."
P4059,Sports,Wilson,1222.24,3989,0.09,856,0.09,225,"A durable hoodie by Wilson, ideal for matches. price is 1222.24."
P4060,Home & Kitchen,Philips,1689.4,1958,0.36,609,0.12,537,"A eco-friendly pan from Philips, priced 1689.4."
P4061,Home & Kitchen,Tupperware,1697.82,730,0.22,763,0.11,1820,"A energy-efficient container from Tupperware, priced 1697.82."
P4062,Home & Kitchen,Bosch,1659.37,805,0.44,571,0.01,966,"A energy-efficient blender from Bosch, priced 1659.37."
P4063,Beauty,Estee Lauder,249.62,1377,0.03,685,0.06,1789,"A dewy lipstick from Estee Lauder, priced at 249.62."
P4064,Sports,Wilson,1221.53,4429,0.32,556,0.02,250,"A durable hiking shoes by Wilson, ideal for matches. price is 1221.53."
P4065,Home & Kitchen,IKEA,861.84,3752,0.47,976,0.18,759,"A unbreakable pan from IKEA, priced 861.84."
P4066,Electronics,Lenovo,1275.77,1867,0.38,660,0.12,365,"A high-quality monitor from Lenovo, selling at 1275.77."
P4067,Electronics,Lenovo,1427.28,2642,0.1,408,0.16,704,"A high-speed laptop from Lenovo, selling at 1427.28."
P4068,Grocery,Nestle,1890.98,2707,0.04,862,0.03,465,"organic oats from Nestle, at the price of 1890.98."
P4069,Home & Kitchen,Philips,189.39,3393,0.44,33,0.03,819,"A durable blender from Philips, priced 189.39."
P4070,Sports,Wilson,1744.67,3957,0.36,870,0.05,513,"A lightweight shoes by Wilson, ideal for workouts. price is 1744.67."
P4071,Sports,Adidas,810.67,3938,0.06,583,0.17,108,"A lightweight hiking shoes by Adidas, ideal for training. price is 810.67."
P4072,Beauty,Revlon,1151.99,1654,0.5,325,0.09,1749,"A long-lasting foundation from Revlon, priced at 1151.99."
P4073,Beauty,Estee Lauder,1980.2,1404,0.23,317,0.07,1630,"A for dry skin serum from Estee Lauder, priced at 1980.2."
P4074,Grocery,OrganicCh,867.73,565,0.3,282,0.04,868,"vegan cereal from OrganicCh, at the price of 867.73."
P4075,Grocery,Kellogg's,872.44,2296,0.14,22,0.18,1146,"healthy oats from Kellogg's, at the price of 872.44."
P4076,Grocery,Nestle,609.33,857,0.39,621,0.14,758,"organic quinoa flour from Nestle, at the price of 609.33."
P4077,Beauty,Clinique,1887.96,2953,0.32,93,0.12,1767,"A anti-aging cream from Clinique, priced at 1887.96."
P4078,Grocery,Nestle,359.84,1712,0.11,680,0.14,878,"vegan oats from Nestle, at the price of 359.84."
P4079,Beauty,Clinique,695.19,938,0.09,239,0.1,1531,"A SPF foundation from Clinique, priced at 695.19."
P4080,Apparel,GAP,142.81,2246,0.32,92,0.14,1571,"A silk jacket from GAP, for 142.81."
P4081,Electronics,Dell,891.31,2892,0.41,118,0.12,1905,"A wireless SSD from Dell, selling at 891.31."
P4082,Electronics,Sony,293.16,4348,0.31,475,0.02,841,"A high-speed laptop from Sony, selling at 293.16."
P4083,Beauty,Revlon,1563.51,1742,0.15,169,0.15,344,"A matte lipstick from Revlon, priced at 1563.51."
P4084,Apparel,H&M,74.15,3066,0.44,166,0.11,1740,"A silk dress from H&M, for 74.15."
P4085,Electronics,HP,110.94,4591,0.26,741,0.2,769,"A large memory SSD from HP, selling at 110.94."
P4086,Electronics,Samsung,1728.58,459,0.15,610,0.12,1428,"A portable SSD from Samsung, selling at 1728.58."
P4087,Apparel,Zara,977.4,1929,0.08,919,0.16,1169,"A Polyester T-shirt from Zara, for 977.4."
P4088,Grocery,Unilever,1127.93,2547,0.38,917,0.06,352,"low-sugar oats from Unilever, at the price of 1127.93."
P4089,Home & Kitchen,Prestige,1189.64,2247,0.23,499,0.11,133,"A eco-friendly table from Prestige, priced 1189.64."
P4090,Sports,Nike,164.61,1969,0.3,816,0.09,1328,"A breathable running shoes by Nike, ideal for training. price is 164.61."
P4091,Beauty,Clinique,209.81,4958,0.19,922,0.07,492,"A for dry skin cream from Clinique, priced at 209.81."
